AreaCode,AreaName,CategoryAttribute,Denominator,Factor,IndicatorCode,IndicatorName,IndicatorShortName,LowerConfidenceLimit,MetricCategoryName,MetricCategoryTypeName,Numerator,TimePeriodName,UpperConfidenceLimit,Value,ValueNote
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Male,16485.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),80.58,80+,Age group,13385.0,To March 2023,81.77,81.19,
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Female,25710.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),75.4,80+,Age group,19525.0,To March 2023,76.45,75.93,
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Persons,10015.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.05,Asian,Ethnicity,6610.0,To March 2023,66.9,65.98,
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Persons,5360.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),54.87,Black,Ethnicity,3015.0,To March 2023,57.51,56.2,
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Persons,21390.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.37,Missing,Ethnicity,14330.0,To March 2023,67.63,67.0,
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Persons,1910.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),57.3,Mixed,Ethnicity,1135.0,To March 2023,61.7,59.54,
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Persons,9960.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),62.65,Not stated,Ethnicity,6335.0,To March 2023,64.54,63.6,
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Persons,140810.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.38,White,Ethnicity,98030.0,To March 2023,69.86,69.62,
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Persons,1440.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),60.39,Other,Ethnicity,905.0,To March 2023,65.3,62.87,
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Persons,3280.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),63.56,1 - most deprived,Deprivation quintile,2140.0,To March 2023,66.79,65.2,
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Persons,28495.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.59,2,Deprivation quintile,18560.0,To March 2023,65.69,65.14,
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Persons,45185.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.32,3,Deprivation quintile,30160.0,To March 2023,67.18,66.75,
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Persons,43880.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.0,4,Deprivation quintile,30025.0,To March 2023,68.86,68.43,
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,Persons,69610.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),70.27,5 - least deprived,Deprivation quintile,49150.0,To March 2023,70.95,70.61,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,251765.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.71,Persons,Sex,173445.0,To March 2023,69.07,68.89,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Male,125025.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.47,Male,Sex,84680.0,To March 2023,67.99,67.73,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Female,126740.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.79,Female,Sex,88765.0,To March 2023,70.29,70.04,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,4530.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),48.68,18-39,Age group,2270.0,To March 2023,51.57,50.12,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Male,2365.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),42.07,18-39,Age group,1045.0,To March 2023,46.03,44.06,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Female,2160.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),54.64,18-39,Age group,1225.0,To March 2023,58.8,56.75,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,53515.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),57.97,40-59,Age group,31245.0,To March 2023,58.8,58.38,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Male,29350.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),54.73,40-59,Age group,16230.0,To March 2023,55.86,55.3,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Female,24170.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),61.52,40-59,Age group,15015.0,To March 2023,62.74,62.14,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,139290.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.34,60-79,Age group,96920.0,To March 2023,69.82,69.58,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Male,71775.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.06,60-79,Age group,49810.0,To March 2023,69.73,69.4,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Female,67515.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.42,60-79,Age group,47105.0,To March 2023,70.12,69.77,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,54430.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),78.68,80+,Age group,43015.0,To March 2023,79.37,79.03,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Male,21535.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),81.2,80+,Age group,17595.0,To March 2023,82.23,81.72,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Female,32895.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),76.8,80+,Age group,25415.0,To March 2023,77.71,77.26,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,2055.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),62.79,Asian,Ethnicity,1330.0,To March 2023,66.88,64.88,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,905.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),49.89,Black,Ethnicity,480.0,To March 2023,56.28,53.15,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,23720.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),63.7,Missing,Ethnicity,15255.0,To March 2023,64.91,64.31,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,620.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),60.45,Mixed,Ethnicity,400.0,To March 2023,67.85,64.3,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,8780.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),61.59,Not stated,Ethnicity,5495.0,To March 2023,63.6,62.6,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,215125.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.61,White,Ethnicity,150160.0,To March 2023,69.99,69.8,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,560.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),53.81,Other,Ethnicity,325.0,To March 2023,61.95,58.01,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,37765.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.05,1 - most deprived,Deprivation quintile,24375.0,To March 2023,65.01,64.54,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,36195.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.46,2,Deprivation quintile,24230.0,To March 2023,67.43,66.94,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,50615.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.45,3,Deprivation quintile,34850.0,To March 2023,69.26,68.86,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,63145.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),70.41,4,Deprivation quintile,44685.0,To March 2023,71.12,70.77,
E54000051,NHS Humber and North Yorkshire Integrated Care Board,Persons,65000.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),70.37,5 - least deprived,Deprivation quintile,45970.0,To March 2023,71.07,70.73,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,290860.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.0,Persons,Sex,192460.0,To March 2023,66.34,66.17,
E54000032,NHS Kent and Medway Integrated Care Board,Male,145245.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.36,Male,Sex,93835.0,To March 2023,64.85,64.61,
E54000032,NHS Kent and Medway Integrated Care Board,Female,145615.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.49,Female,Sex,98625.0,To March 2023,67.97,67.73,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,6225.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),46.62,18-39,Age group,2980.0,To March 2023,49.09,47.86,
E54000032,NHS Kent and Medway Integrated Care Board,Male,3155.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),39.64,18-39,Age group,1305.0,To March 2023,43.06,41.36,
E54000032,NHS Kent and Medway Integrated Care Board,Female,3070.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),52.77,18-39,Age group,1675.0,To March 2023,56.28,54.54,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,68820.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),54.65,40-59,Age group,37870.0,To March 2023,55.4,55.02,
E54000032,NHS Kent and Medway Integrated Care Board,Male,38230.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),50.88,40-59,Age group,19640.0,To March 2023,51.88,51.38,
E54000032,NHS Kent and Medway Integrated Care Board,Female,30595.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),59.03,40-59,Age group,18225.0,To March 2023,60.12,59.58,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,154505.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.33,60-79,Age group,104390.0,To March 2023,67.8,67.56,
E54000032,NHS Kent and Medway Integrated Care Board,Male,79680.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.75,60-79,Age group,53445.0,To March 2023,67.4,67.08,
E54000032,NHS Kent and Medway Integrated Care Board,Female,74825.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.75,60-79,Age group,50940.0,To March 2023,68.41,68.08,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,61310.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),76.69,80+,Age group,47225.0,To March 2023,77.36,77.03,
E54000032,NHS Kent and Medway Integrated Care Board,Male,24185.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),79.89,80+,Age group,19445.0,To March 2023,80.89,80.4,
E54000032,NHS Kent and Medway Integrated Care Board,Female,37125.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),74.39,80+,Age group,27785.0,To March 2023,75.27,74.84,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,9530.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),60.02,Asian,Ethnicity,5815.0,To March 2023,61.97,61.0,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,5915.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),51.08,Black,Ethnicity,3095.0,To March 2023,53.62,52.36,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,7250.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),48.72,Missing,Ethnicity,3615.0,To March 2023,51.01,49.88,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,1920.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),53.4,Mixed,Ethnicity,1070.0,To March 2023,57.82,55.62,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,10850.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),55.85,Not stated,Ethnicity,6160.0,To March 2023,57.71,56.79,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,254075.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.5,White,Ethnicity,171970.0,To March 2023,67.87,67.68,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,1320.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),53.06,Other,Ethnicity,735.0,To March 2023,58.34,55.75,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,41425.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),62.08,1 - most deprived,Deprivation quintile,25910.0,To March 2023,63.01,62.55,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,56780.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.64,2,Deprivation quintile,36930.0,To March 2023,65.43,65.04,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,70895.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.94,3,Deprivation quintile,46995.0,To March 2023,66.64,66.29,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,70285.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.03,4,Deprivation quintile,47355.0,To March 2023,67.72,67.38,
E54000032,NHS Kent and Medway Integrated Care Board,Persons,51365.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.15,5 - least deprived,Deprivation quintile,35210.0,To March 2023,68.95,68.55,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,279820.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.19,Persons,Sex,191295.0,To March 2023,68.54,68.36,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Male,139545.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.61,Male,Sex,93290.0,To March 2023,67.1,66.85,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Female,140275.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.63,Female,Sex,98010.0,To March 2023,70.11,69.87,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,5485.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),46.38,18-39,Age group,2615.0,To March 2023,49.02,47.7,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Male,2810.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),40.64,18-39,Age group,1195.0,To March 2023,44.26,42.46,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Female,2670.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),51.33,18-39,Age group,1420.0,To March 2023,55.1,53.22,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,64550.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),56.31,40-59,Age group,36595.0,To March 2023,57.07,56.69,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Male,35310.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),53.01,40-59,Age group,18900.0,To March 2023,54.05,53.53,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Female,29240.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),59.95,40-59,Age group,17695.0,To March 2023,61.07,60.52,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Persons,153050.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.34,60-79,Age group,106475.0,To March 2023,69.8,69.57,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Male,79150.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.91,60-79,Age group,54795.0,To March 2023,69.55,69.23,
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Female,73900.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.6,60-79,Age group,51680.0,To March 2023,70.26,69.93,
